timestamp,non_hvac_kwh,hvac_kwh,dry_bulb_c,relative_humidity_pct,ghi_wh_m2,wind_speed_m_s,weather_evidence,total_kwh,month,hour,is_weekend,is_open,is_occupied,occupancy_fraction_proxy,indoor_temperature_proxy_c,indoor_relative_humidity_proxy_pct,indoor_co2_proxy_ppm,comfort_proxy_pass,comfort_evidence,estimate_evidence
2024-07-01 00:00:00,20.77921504258008,6.349845337888245,18.109712884007774,70.32483379055097,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,0,False,False,False,0.05,20.460342086204278,50.63388032919669,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 01:00:00,20.77921504258008,6.349845337888245,17.79003153199296,70.49520465910562,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,1,False,False,False,0.05,20.28451734259613,50.75654735455605,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 02:00:00,20.77921504258008,6.349845337888245,17.680994176117977,70.32483379055097,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,2,False,False,False,0.05,20.22454679686489,50.63388032919669,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 03:00:00,20.77921504258008,6.349845337888245,17.79003153199296,69.82533167802782,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,3,False,False,False,0.05,20.28451734259613,50.27423880818003,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 04:00:00,20.77921504258008,6.349845337888245,18.109712884007774,69.03073856503836,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,4,False,False,False,0.05,20.460342086204278,49.70213176682762,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 05:00:00,20.77921504258008,6.349845337888245,18.618252476321025,67.99520465910562,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,5,False,False,False,0.05,20.740038861976565,48.95654735455605,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 06:00:00,20.77921504258008,6.349845337888245,19.280994176117975,66.78929988461823,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,6,False,False,False,0.05,21.104546796864888,48.08829591692513,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 07:00:00,20.77921504258008,6.349845337888245,20.05277323178991,65.49520465910562,150.96113931172772,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,7,False,False,False,0.05,21.52902527748445,47.15654735455605,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 08:00:00,64.93504700806275,35.4533031365427,20.880994176117976,64.20110943359302,291.63452645443954,2.4897114317029994,synthetic_reference_weather_2024,100.38835014460545,2024-07,8,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 09:00:00,65.70671795422493,35.4533031365427,21.709215120446043,62.995204659105625,412.43350256812363,2.4897114317029994,synthetic_reference_weather_2024,101.16002109076763,2024-07,9,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 10:00:00,67.86889189790092,35.4533031365427,22.480994176117978,61.95967075317289,505.1258170603792,2.4897114317029994,synthetic_reference_weather_2024,103.32219503444362,2024-07,10,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 11:00:00,70.99332377222252,35.4533031365427,23.143735875914928,61.16507764018343,563.3946418798514,2.4897114317029994,synthetic_reference_weather_2024,106.44662690876523,2024-07,11,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 12:00:00,74.46118152583804,35.4533031365427,23.65227546822818,60.66557552766028,583.2690529088791,2.4897114317029994,synthetic_reference_weather_2024,109.91448466238074,2024-07,12,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 13:00:00,77.58561340015962,35.4533031365427,23.971956820242994,60.495204659105625,563.3946418798514,2.4897114317029994,synthetic_reference_weather_2024,113.03891653670232,2024-07,13,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 14:00:00,79.74778734383565,36.18189549966938,24.080994176117976,60.66557552766028,505.1258170603792,2.4897114317029994,synthetic_reference_weather_2024,115.92968284350503,2024-07,14,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 15:00:00,80.5194582899978,35.4533031365427,23.971956820242994,61.16507764018343,412.43350256812363,2.4897114317029994,synthetic_reference_weather_2024,115.9727614265405,2024-07,15,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 16:00:00,79.74778734383565,35.4533031365427,23.65227546822818,61.95967075317289,291.63452645443954,2.4897114317029994,synthetic_reference_weather_2024,115.20109048037835,2024-07,16,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 17:00:00,77.58561340015962,35.4533031365427,23.143735875914928,62.995204659105625,150.96113931172792,2.4897114317029994,synthetic_reference_weather_2024,113.03891653670232,2024-07,17,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 18:00:00,74.46118152583804,35.4533031365427,22.480994176117978,64.20110943359302,7.142985786865671e-14,2.4897114317029994,synthetic_reference_weather_2024,109.91448466238074,2024-07,18,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 19:00:00,70.99332377222252,35.4533031365427,21.709215120446043,65.49520465910562,0.0,2.4897114317029994,synthetic_reference_weather_2024,106.44662690876523,2024-07,19,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 20:00:00,67.86889189790092,35.4533031365427,20.880994176117976,66.78929988461823,0.0,2.4897114317029994,synthetic_reference_weather_2024,103.32219503444362,2024-07,20,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 21:00:00,65.70671795422493,35.4533031365427,20.05277323178991,67.99520465910562,0.0,2.4897114317029994,synthetic_reference_weather_2024,101.16002109076763,2024-07,21,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 22:00:00,20.77921504258008,6.349845337888245,19.28099417611798,69.03073856503836,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,22,False,False,False,0.05,21.104546796864888,49.70213176682762,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-01 23:00:00,20.77921504258008,6.349845337888245,18.618252476321025,69.82533167802782,0.0,2.4897114317029994,synthetic_reference_weather_2024,27.129060380468324,2024-07,23,False,False,False,0.05,20.740038861976565,50.27423880818003,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 00:00:00,20.77921504258008,6.349845337888245,18.278379847584752,70.18990021968938,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,0,False,False,False,0.05,20.553108916171617,50.53672815817635,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 01:00:00,20.77921504258008,6.349845337888245,17.958698495569937,70.36027108824403,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,1,False,False,False,0.05,20.377284172563467,50.6593951835357,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 02:00:00,20.77921504258008,6.349845337888245,17.849661139694955,70.18990021968938,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,2,False,False,False,0.05,20.317313626832224,50.53672815817635,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 03:00:00,20.77921504258008,6.349845337888245,17.958698495569937,69.69039810716623,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,3,False,False,False,0.05,20.377284172563467,50.17708663715968,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 04:00:00,20.77921504258008,6.349845337888245,18.278379847584752,68.89580499417677,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,4,False,False,False,0.05,20.553108916171617,49.60497959580727,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 05:00:00,20.77921504258008,6.349845337888245,18.786919439898004,67.86027108824403,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,5,False,False,False,0.05,20.832805691943904,48.8593951835357,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 06:00:00,20.77921504258008,6.349845337888245,19.449661139694953,66.65436631375664,0.0,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,6,False,False,False,0.05,21.197313626832226,47.99114374590478,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 07:00:00,20.77921504258008,6.349845337888245,20.22144019536689,65.36027108824403,151.46403595439014,2.2539090644965545,synthetic_reference_weather_2024,27.129060380468324,2024-07,7,False,False,False,0.05,21.62179210745179,47.0593951835357,470.0,False,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 08:00:00,64.93504700806275,35.4533031365427,21.049661139694955,64.06617586273143,292.60604816464286,2.2539090644965545,synthetic_reference_weather_2024,100.38835014460545,2024-07,8,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
2024-07-02 09:00:00,65.70671795422493,35.4533031365427,21.87788208402302,62.86027108824403,413.80744174683315,2.2539090644965545,synthetic_reference_weather_2024,101.16002109076763,2024-07,9,False,True,True,0.76,24.3,52.0,874.0,True,assumed_comfortable_not_measured,synthetic_public_monthly_constrained
